customer_id,customer_name,customer_type,channel,province,region,address,phone,tax_code,join_date,credit_limit,status
CUS01643,Canteen Lê Xuân Bình,Canteen,Traditional Trade,Nghệ An,Miền Trung,"Số 107 đường Điện Biên Phủ, Nghệ An",02366460869,6811615780,2019-01-22,100000000,Active
CUS01644,Siêu thị Hồ Hữu Tuấn,Siêu thị,Modern Trade,Quảng Ngãi,Miền Trung,"Số 369 đường Nguyễn Trãi, Quảng Ngãi",02127976656,8267264164,2024-01-22,200000000,Active
CUS01645,Siêu thị Trần Công Khoa,Siêu thị,Modern Trade,Quảng Ninh,Miền Bắc,"Số 164 đường Nguyễn Trãi, Quảng Ninh",02232914929,8754233587,2024-01-23,500000000,Active
CUS01646,Online Seller Đỗ Bá Nhân,Online Seller,E-commerce,Cần Thơ,Miền Nam,"Số 131 đường Hai Bà Trưng, Cần Thơ",02967439802,,2023-10-06,500000000,Active
CUS01647,Siêu thị Nguyễn Bá Thắng,Siêu thị,Modern Trade,Quảng Ngãi,Miền Trung,"Số 160 đường Hai Bà Trưng, Quảng Ngãi",02513172317,6285907642,2018-12-29,50000000,Active
CUS01648,Cửa hàng tiện lợi Lý Công Lan,Cửa hàng tiện lợi,Modern Trade,Quảng Nam,Miền Trung,"Số 44 đường Hai Bà Trưng, Quảng Nam",02515853516,,2018-07-26,500000000,Active
CUS01649,Canteen Đỗ Hồng Lan,Canteen,Traditional Trade,Long An,Miền Nam,"Số 427 đường Nguyễn Huệ, Long An",02640931982,7172066739,2023-01-14,50000000,Active
CUS01650,Cửa hàng tiện lợi Bùi Xuân Uyên,Cửa hàng tiện lợi,Modern Trade,Bắc Ninh,Miền Bắc,"Số 141 đường Hai Bà Trưng, Bắc Ninh",02329868814,,2018-02-09,100000000,Inactive
CUS01651,Online Seller Ngô Hữu Linh,Online Seller,E-commerce,Bắc Ninh,Miền Bắc,"Số 444 đường Lê Lợi, Bắc Ninh",02654137966,,2018-01-07,100000000,Active
CUS01652,Siêu thị Nguyễn Bá Kiên,Siêu thị,Modern Trade,Hà Nội,Miền Bắc,"Số 128 đường Lý Thường Kiệt, Hà Nội",02564130831,2947497217,2019-04-01,50000000,Inactive
CUS01653,Siêu thị Hoàng Thị Lộc,Siêu thị,Modern Trade,Bình Dương,Miền Nam,"Số 409 đường Lê Lợi, Bình Dương",02187798642,4652417558,2022-04-24,100000000,Active
CUS01654,Tạp hóa Đặng Hồng Thảo,Tạp hóa,Traditional Trade,Thái Bình,Miền Bắc,"Số 379 đường Điện Biên Phủ, Thái Bình",02162103937,,2018-02-06,200000000,Active
CUS01655,Canteen Hoàng Xuân Quân,Canteen,Traditional Trade,Nam Định,Miền Bắc,"Số 21 đường Lê Lợi, Nam Định",02190091105,7507090175,2020-06-16,100000000,Active
CUS01656,Canteen Trần Thị Hà,Canteen,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 163 đường Lê Lợi, Bắc Ninh",02996672678,6407956109,2023-08-16,100000000,Active
CUS01657,Siêu thị Phạm Thành Tâm,Siêu thị,Modern Trade,Huế,Miền Trung,"Số 413 đường Lý Thường Kiệt, Huế",02119182316,2559154043,2021-08-19,100000000,Active
CUS01658,Canteen Huỳnh Xuân Tâm,Canteen,Traditional Trade,Đà Nẵng,Miền Trung,"Số 146 đường Nguyễn Trãi, Đà Nẵng",02564280598,7150145929,2019-08-31,50000000,Active
CUS01659,Nhà hàng Hồ Hồng Bình,Nhà hàng,Traditional Trade,Đồng Nai,Miền Nam,"Số 415 đường Nguyễn Huệ, Đồng Nai",02922294633,1004847288,2022-05-21,100000000,Inactive
CUS01660,Siêu thị Đặng Minh Uyên,Siêu thị,Modern Trade,Bình Định,Miền Trung,"Số 464 đường Nguyễn Huệ, Bình Định",02840521314,5170151300,2022-08-13,200000000,Active
CUS01661,Canteen Nguyễn Văn Tiến,Canteen,Traditional Trade,Hải Dương,Miền Bắc,"Số 45 đường Nguyễn Huệ, Hải Dương",02285163764,5082013237,2024-03-09,200000000,Active
CUS01662,Siêu thị Hồ Đức Uyên,Siêu thị,Modern Trade,Nam Định,Miền Bắc,"Số 178 đường Nguyễn Trãi, Nam Định",02148502327,9127170166,2019-04-14,50000000,Inactive
CUS01663,Tạp hóa Nguyễn Minh Phương,Tạp hóa,Traditional Trade,Đồng Nai,Miền Nam,"Số 210 đường Lê Lợi, Đồng Nai",02121442470,,2019-06-08,100000000,Active
CUS01664,Siêu thị Trần Hồng Mai,Siêu thị,Modern Trade,Đà Nẵng,Miền Trung,"Số 103 đường Nguyễn Huệ, Đà Nẵng",02719213212,2506878485,2019-05-28,50000000,Active
CUS01665,Online Seller Huỳnh Văn Vân,Online Seller,E-commerce,Bình Định,Miền Trung,"Số 377 đường Hai Bà Trưng, Bình Định",02753634492,,2020-07-08,200000000,Active
CUS01666,Nhà hàng Hồ Đức Linh,Nhà hàng,Traditional Trade,TP.HCM,Miền Nam,"Số 226 đường Hai Bà Trưng, TP.HCM",02495095796,6582795032,2018-04-14,50000000,Active
CUS01667,Siêu thị Huỳnh Hữu Ngân,Siêu thị,Modern Trade,Huế,Miền Trung,"Số 494 đường Điện Biên Phủ, Huế",02576010706,4630726080,2020-11-28,100000000,Active
CUS01668,Canteen Vũ Bá Long,Canteen,Traditional Trade,Đà Nẵng,Miền Trung,"Số 84 đường Trần Phú, Đà Nẵng",02226940639,8842825710,2020-01-21,500000000,Active
CUS01669,Canteen Ngô Xuân Yến,Canteen,Traditional Trade,Nam Định,Miền Bắc,"Số 478 đường Điện Biên Phủ, Nam Định",02730487363,4676172995,2021-02-04,50000000,Active
CUS01670,Canteen Lý Bá Sơn,Canteen,Traditional Trade,Bình Phước,Miền Nam,"Số 262 đường Lý Thường Kiệt, Bình Phước",02593690835,6555333218,2023-03-29,50000000,Active
CUS01671,Online Seller Phạm Quốc An,Online Seller,E-commerce,TP.HCM,Miền Nam,"Số 19 đường Hai Bà Trưng, TP.HCM",02278485923,,2021-05-27,500000000,Active
CUS01672,Tạp hóa Huỳnh Minh Ngân,Tạp hóa,Traditional Trade,Quảng Ninh,Miền Bắc,"Số 158 đường Lê Lợi, Quảng Ninh",02566274290,,2022-03-30,100000000,Active
CUS01673,Nhà hàng Dương Thành Phương,Nhà hàng,Traditional Trade,Hải Phòng,Miền Bắc,"Số 432 đường Trần Phú, Hải Phòng",02631961637,6827915017,2019-12-06,50000000,Active
CUS01674,Nhà hàng Hồ Thị Khoa,Nhà hàng,Traditional Trade,Cần Thơ,Miền Nam,"Số 52 đường Điện Biên Phủ, Cần Thơ",02836248260,9934854204,2019-08-25,500000000,Active
CUS01675,Tạp hóa Hoàng Thanh Việt,Tạp hóa,Traditional Trade,Vũng Tàu,Miền Nam,"Số 347 đường Nguyễn Trãi, Vũng Tàu",02577168294,,2023-08-22,100000000,Active
CUS01676,Cửa hàng tiện lợi Dương Xuân Bình,Cửa hàng tiện lợi,Modern Trade,Cần Thơ,Miền Nam,"Số 208 đường Hai Bà Trưng, Cần Thơ",02512454378,,2021-11-23,50000000,Active
CUS01677,Siêu thị Lê Quốc Tuấn,Siêu thị,Modern Trade,Quảng Ninh,Miền Bắc,"Số 101 đường Điện Biên Phủ, Quảng Ninh",02521040982,1800960335,2018-05-01,50000000,Active
CUS01678,Cửa hàng tiện lợi Ngô Bá Phương,Cửa hàng tiện lợi,Modern Trade,Hưng Yên,Miền Bắc,"Số 3 đường Lý Thường Kiệt, Hưng Yên",02476662088,,2019-08-06,50000000,Active
CUS01679,Siêu thị Nguyễn Thanh Long,Siêu thị,Modern Trade,Vũng Tàu,Miền Nam,"Số 32 đường Điện Biên Phủ, Vũng Tàu",02424097501,7849074822,2024-03-05,50000000,Active
CUS01680,Siêu thị Phạm Minh Trung,Siêu thị,Modern Trade,Đà Nẵng,Miền Trung,"Số 417 đường Lê Lợi, Đà Nẵng",02424352951,8828160589,2024-03-22,500000000,Inactive
CUS01681,Online Seller Dương Xuân Linh,Online Seller,E-commerce,Bình Dương,Miền Nam,"Số 390 đường Trần Phú, Bình Dương",02178092243,,2020-11-24,50000000,Active
CUS01682,Online Seller Đặng Bá Việt,Online Seller,E-commerce,Nghệ An,Miền Trung,"Số 445 đường Trần Phú, Nghệ An",02194380849,,2019-05-09,50000000,Active
CUS01683,Tạp hóa Huỳnh Bá Long,Tạp hóa,Traditional Trade,Quảng Nam,Miền Trung,"Số 362 đường Lê Lợi, Quảng Nam",02173424351,,2019-11-13,500000000,Active
CUS01684,Tạp hóa Dương Hữu Dũng,Tạp hóa,Traditional Trade,Thái Bình,Miền Bắc,"Số 367 đường Nguyễn Huệ, Thái Bình",02825025823,,2022-08-29,50000000,Active
CUS01685,Cửa hàng tiện lợi Đặng Đức Lan,Cửa hàng tiện lợi,Modern Trade,Bình Dương,Miền Nam,"Số 458 đường Nguyễn Huệ, Bình Dương",02743730822,,2023-05-25,500000000,Active
CUS01686,Canteen Huỳnh Thanh Cường,Canteen,Traditional Trade,Long An,Miền Nam,"Số 230 đường Hai Bà Trưng, Long An",02924232767,1029953578,2021-03-20,50000000,Active
CUS01687,Nhà hàng Đặng Bá Cường,Nhà hàng,Traditional Trade,Tiền Giang,Miền Nam,"Số 8 đường Nguyễn Huệ, Tiền Giang",02599809064,9023542548,2020-03-06,100000000,Active
CUS01688,Tạp hóa Lý Thị Lộc,Tạp hóa,Traditional Trade,Huế,Miền Trung,"Số 300 đường Lê Lợi, Huế",02790861459,,2022-04-16,200000000,Active
CUS01689,Online Seller Đặng Văn Kiên,Online Seller,E-commerce,Quảng Ngãi,Miền Trung,"Số 411 đường Hai Bà Trưng, Quảng Ngãi",02618897725,,2022-11-25,50000000,Active
CUS01690,Online Seller Lê Thị Uyên,Online Seller,E-commerce,Khánh Hòa,Miền Trung,"Số 29 đường Điện Biên Phủ, Khánh Hòa",02264569208,,2021-05-06,100000000,Active
CUS01691,Siêu thị Phạm Thanh Hải,Siêu thị,Modern Trade,Thái Bình,Miền Bắc,"Số 24 đường Lý Thường Kiệt, Thái Bình",02944631884,5967304697,2020-05-17,50000000,Active
CUS01692,Nhà hàng Bùi Minh Giang,Nhà hàng,Traditional Trade,Quảng Ninh,Miền Bắc,"Số 113 đường Lê Lợi, Quảng Ninh",02150456950,4920767083,2022-10-08,50000000,Active
CUS01693,Tạp hóa Nguyễn Đức Hùng,Tạp hóa,Traditional Trade,Nghệ An,Miền Trung,"Số 189 đường Lê Lợi, Nghệ An",02773924034,,2022-02-02,500000000,Active
CUS01694,Tạp hóa Phạm Thành Việt,Tạp hóa,Traditional Trade,Khánh Hòa,Miền Trung,"Số 120 đường Trần Phú, Khánh Hòa",02922175591,,2019-01-18,50000000,Active
CUS01695,Canteen Vũ Minh Linh,Canteen,Traditional Trade,Hưng Yên,Miền Bắc,"Số 252 đường Nguyễn Trãi, Hưng Yên",02726412074,6669602939,2020-10-07,200000000,Active
CUS01696,Cửa hàng tiện lợi Dương Thị Sơn,Cửa hàng tiện lợi,Modern Trade,Quảng Ninh,Miền Bắc,"Số 465 đường Hai Bà Trưng, Quảng Ninh",02623217836,,2019-07-03,100000000,Active
CUS01697,Cửa hàng tiện lợi Trần Quốc Hải,Cửa hàng tiện lợi,Modern Trade,Bình Phước,Miền Nam,"Số 133 đường Nguyễn Huệ, Bình Phước",02795831138,,2018-07-06,500000000,Active
CUS01698,Siêu thị Lê Minh Tiến,Siêu thị,Modern Trade,Vũng Tàu,Miền Nam,"Số 223 đường Lý Thường Kiệt, Vũng Tàu",02647605606,7281716024,2019-08-02,50000000,Active
CUS01699,Siêu thị Đặng Thanh Dũng,Siêu thị,Modern Trade,Đà Nẵng,Miền Trung,"Số 424 đường Nguyễn Trãi, Đà Nẵng",02826442080,6848258538,2020-12-15,500000000,Active
CUS01700,Canteen Hồ Hồng Dũng,Canteen,Traditional Trade,Long An,Miền Nam,"Số 111 đường Lê Lợi, Long An",02852687971,7194633463,2018-10-26,200000000,Active
CUS01701,Canteen Hồ Đức Kiên,Canteen,Traditional Trade,Khánh Hòa,Miền Trung,"Số 26 đường Nguyễn Huệ, Khánh Hòa",02354604683,8523669425,2023-12-04,500000000,Active
CUS01702,Cửa hàng tiện lợi Bùi Minh Cường,Cửa hàng tiện lợi,Modern Trade,Huế,Miền Trung,"Số 230 đường Hai Bà Trưng, Huế",02743644582,,2019-07-12,50000000,Active
CUS01703,Tạp hóa Lê Hữu Giang,Tạp hóa,Traditional Trade,Khánh Hòa,Miền Trung,"Số 441 đường Lý Thường Kiệt, Khánh Hòa",02455400127,,2020-05-02,500000000,Active
CUS01704,Nhà hàng Đỗ Đức Ngân,Nhà hàng,Traditional Trade,Đồng Nai,Miền Nam,"Số 458 đường Nguyễn Trãi, Đồng Nai",02777638983,8885111529,2018-08-02,500000000,Active
CUS01705,Nhà hàng Bùi Bá Lộc,Nhà hàng,Traditional Trade,TP.HCM,Miền Nam,"Số 303 đường Điện Biên Phủ, TP.HCM",02433671297,9837042860,2021-10-02,200000000,Active
CUS01706,Nhà hàng Dương Văn Linh,Nhà hàng,Traditional Trade,Đà Nẵng,Miền Trung,"Số 243 đường Nguyễn Huệ, Đà Nẵng",02721248519,8961814614,2022-10-24,200000000,Active
CUS01707,Online Seller Hồ Hồng Uyên,Online Seller,E-commerce,Huế,Miền Trung,"Số 211 đường Hai Bà Trưng, Huế",02173577592,,2023-08-11,500000000,Active
CUS01708,Nhà hàng Lê Xuân Giang,Nhà hàng,Traditional Trade,Quảng Nam,Miền Trung,"Số 301 đường Điện Biên Phủ, Quảng Nam",02142378692,7558280812,2019-08-26,100000000,Active
CUS01709,Tạp hóa Đặng Hồng Ngân,Tạp hóa,Traditional Trade,Khánh Hòa,Miền Trung,"Số 93 đường Lê Lợi, Khánh Hòa",02333547318,,2019-08-27,500000000,Active
CUS01710,Nhà hàng Hồ Hữu Phương,Nhà hàng,Traditional Trade,Thái Bình,Miền Bắc,"Số 311 đường Lê Lợi, Thái Bình",02824308677,2816489363,2018-08-23,200000000,Active
CUS01711,Siêu thị Hoàng Minh Lộc,Siêu thị,Modern Trade,Tiền Giang,Miền Nam,"Số 296 đường Nguyễn Trãi, Tiền Giang",02414346230,2609740447,2019-03-01,500000000,Active
CUS01712,Cửa hàng tiện lợi Lý Đức Mai,Cửa hàng tiện lợi,Modern Trade,Bắc Ninh,Miền Bắc,"Số 16 đường Nguyễn Huệ, Bắc Ninh",02786321420,,2024-03-01,50000000,Active
CUS01713,Online Seller Vũ Minh Vân,Online Seller,E-commerce,Huế,Miền Trung,"Số 425 đường Lê Lợi, Huế",02166680533,,2024-02-16,50000000,Active
CUS01714,Siêu thị Phạm Thị Lộc,Siêu thị,Modern Trade,Quảng Ngãi,Miền Trung,"Số 474 đường Nguyễn Huệ, Quảng Ngãi",02815279811,9109638107,2018-02-14,50000000,Active
CUS01715,Tạp hóa Vũ Hữu Mai,Tạp hóa,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 130 đường Trần Phú, Bắc Ninh",02787520413,,2020-07-05,50000000,Active
CUS01716,Cửa hàng tiện lợi Hoàng Hữu Phương,Cửa hàng tiện lợi,Modern Trade,Huế,Miền Trung,"Số 124 đường Nguyễn Trãi, Huế",02182468344,,2020-06-29,50000000,Active
CUS01717,Siêu thị Lê Quốc Uyên,Siêu thị,Modern Trade,Quảng Nam,Miền Trung,"Số 56 đường Điện Biên Phủ, Quảng Nam",02491162973,1965793553,2023-03-08,100000000,Active
CUS01718,Cửa hàng tiện lợi Lý Thị Long,Cửa hàng tiện lợi,Modern Trade,Huế,Miền Trung,"Số 459 đường Nguyễn Trãi, Huế",02262025032,,2020-06-29,200000000,Active
CUS01719,Cửa hàng tiện lợi Lý Xuân Dũng,Cửa hàng tiện lợi,Modern Trade,Nghệ An,Miền Trung,"Số 65 đường Lý Thường Kiệt, Nghệ An",02766342092,,2023-01-28,500000000,Active
CUS01720,Tạp hóa Bùi Thành Tuấn,Tạp hóa,Traditional Trade,Thái Bình,Miền Bắc,"Số 183 đường Nguyễn Huệ, Thái Bình",02845537497,,2022-03-11,50000000,Active
CUS01721,Nhà hàng Lý Văn Nhân,Nhà hàng,Traditional Trade,Nam Định,Miền Bắc,"Số 384 đường Hai Bà Trưng, Nam Định",02665402833,1093202500,2018-07-02,50000000,Active
CUS01722,Cửa hàng tiện lợi Nguyễn Đức Mai,Cửa hàng tiện lợi,Modern Trade,Quảng Ninh,Miền Bắc,"Số 396 đường Lê Lợi, Quảng Ninh",02650170436,,2020-09-02,50000000,Active
CUS01723,Cửa hàng tiện lợi Phạm Đức Long,Cửa hàng tiện lợi,Modern Trade,TP.HCM,Miền Nam,"Số 179 đường Nguyễn Huệ, TP.HCM",02437687771,,2019-12-11,50000000,Active
CUS01724,Siêu thị Nguyễn Đức Hải,Siêu thị,Modern Trade,Hải Dương,Miền Bắc,"Số 464 đường Điện Biên Phủ, Hải Dương",02656177939,1255033317,2020-07-15,200000000,Active
CUS01725,Tạp hóa Lý Xuân Tiến,Tạp hóa,Traditional Trade,TP.HCM,Miền Nam,"Số 356 đường Lý Thường Kiệt, TP.HCM",02493722553,,2020-03-04,100000000,Active
CUS01726,Tạp hóa Vũ Đức Phương,Tạp hóa,Traditional Trade,Hưng Yên,Miền Bắc,"Số 68 đường Lê Lợi, Hưng Yên",02913577210,,2021-11-21,100000000,Active
CUS01727,Nhà hàng Trần Đức Dũng,Nhà hàng,Traditional Trade,Nghệ An,Miền Trung,"Số 228 đường Lý Thường Kiệt, Nghệ An",02690321827,6982124095,2019-07-03,50000000,Active
CUS01728,Canteen Phạm Thị Trung,Canteen,Traditional Trade,Thái Bình,Miền Bắc,"Số 236 đường Trần Phú, Thái Bình",02647293092,1687422880,2018-03-02,500000000,Active
CUS01729,Siêu thị Đỗ Thanh Sơn,Siêu thị,Modern Trade,Khánh Hòa,Miền Trung,"Số 176 đường Nguyễn Trãi, Khánh Hòa",02288645798,1568821556,2022-06-09,500000000,Inactive
CUS01730,Canteen Huỳnh Thanh Lộc,Canteen,Traditional Trade,Hải Phòng,Miền Bắc,"Số 66 đường Hai Bà Trưng, Hải Phòng",02573545725,2367955354,2023-09-15,500000000,Active
CUS01731,Online Seller Nguyễn Công Phương,Online Seller,E-commerce,Quảng Ninh,Miền Bắc,"Số 62 đường Hai Bà Trưng, Quảng Ninh",02413550019,,2018-01-19,100000000,Active
CUS01732,Nhà hàng Lý Đức Thắng,Nhà hàng,Traditional Trade,Cần Thơ,Miền Nam,"Số 32 đường Nguyễn Huệ, Cần Thơ",02324212949,5564668052,2020-08-01,200000000,Active
CUS01733,Nhà hàng Phạm Hồng Lan,Nhà hàng,Traditional Trade,Đà Nẵng,Miền Trung,"Số 52 đường Nguyễn Trãi, Đà Nẵng",02250199913,4613425662,2023-10-21,500000000,Active
CUS01734,Online Seller Lê Minh Thảo,Online Seller,E-commerce,Bình Phước,Miền Nam,"Số 310 đường Nguyễn Huệ, Bình Phước",02643732173,,2019-06-22,100000000,Active
CUS01735,Online Seller Lý Minh Uyên,Online Seller,E-commerce,Long An,Miền Nam,"Số 359 đường Nguyễn Trãi, Long An",02289282514,,2020-01-09,50000000,Active
CUS01736,Canteen Nguyễn Xuân Vân,Canteen,Traditional Trade,Bình Phước,Miền Nam,"Số 325 đường Hai Bà Trưng, Bình Phước",02438047424,4782266803,2019-11-28,500000000,Active
CUS01737,Cửa hàng tiện lợi Nguyễn Đức Việt,Cửa hàng tiện lợi,Modern Trade,Nghệ An,Miền Trung,"Số 240 đường Điện Biên Phủ, Nghệ An",02999323531,,2021-04-02,500000000,Active
CUS01738,Online Seller Bùi Quốc Nam,Online Seller,E-commerce,Tiền Giang,Miền Nam,"Số 425 đường Điện Biên Phủ, Tiền Giang",02933058100,,2021-08-06,500000000,Active
CUS01739,Canteen Dương Đức Bình,Canteen,Traditional Trade,Huế,Miền Trung,"Số 379 đường Nguyễn Trãi, Huế",02563405043,3071269557,2019-11-21,200000000,Active
CUS01740,Online Seller Huỳnh Thị Lộc,Online Seller,E-commerce,Hải Dương,Miền Bắc,"Số 87 đường Nguyễn Trãi, Hải Dương",02333167793,,2020-01-22,200000000,Inactive
CUS01741,Nhà hàng Ngô Thành Lộc,Nhà hàng,Traditional Trade,Quảng Ninh,Miền Bắc,"Số 87 đường Lý Thường Kiệt, Quảng Ninh",02570025138,2766043988,2020-10-28,100000000,Active
CUS01742,Tạp hóa Phạm Minh Hà,Tạp hóa,Traditional Trade,Quảng Ninh,Miền Bắc,"Số 148 đường Nguyễn Trãi, Quảng Ninh",02389728236,,2018-02-16,50000000,Active
CUS01743,Canteen Lê Hồng Sơn,Canteen,Traditional Trade,Vũng Tàu,Miền Nam,"Số 21 đường Nguyễn Huệ, Vũng Tàu",02763486022,5296026957,2021-11-04,50000000,Active
CUS01744,Tạp hóa Lê Thị Trung,Tạp hóa,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 429 đường Trần Phú, Quảng Ngãi",02112518334,,2020-08-06,50000000,Inactive
CUS01745,Tạp hóa Huỳnh Thanh Mai,Tạp hóa,Traditional Trade,Bắc Ninh,Miền Bắc,"Số 69 đường Nguyễn Huệ, Bắc Ninh",02572234124,,2019-01-19,50000000,Active
CUS01746,Siêu thị Ngô Văn Nhân,Siêu thị,Modern Trade,Nam Định,Miền Bắc,"Số 495 đường Lê Lợi, Nam Định",02929269124,7276680631,2018-06-02,200000000,Active
CUS01747,Online Seller Ngô Xuân Dũng,Online Seller,E-commerce,Đà Nẵng,Miền Trung,"Số 243 đường Hai Bà Trưng, Đà Nẵng",02362468705,,2021-02-26,100000000,Active
CUS01748,Siêu thị Nguyễn Công Uyên,Siêu thị,Modern Trade,Tiền Giang,Miền Nam,"Số 117 đường Hai Bà Trưng, Tiền Giang",02336828136,6460522214,2019-01-05,500000000,Active
CUS01749,Tạp hóa Hồ Thị Ngân,Tạp hóa,Traditional Trade,Đồng Nai,Miền Nam,"Số 445 đường Nguyễn Huệ, Đồng Nai",02725390236,,2018-02-20,200000000,Active
CUS01750,Nhà hàng Lê Thanh Hùng,Nhà hàng,Traditional Trade,Nam Định,Miền Bắc,"Số 200 đường Trần Phú, Nam Định",02548615169,4216354126,2023-02-27,100000000,Active
CUS01751,Cửa hàng tiện lợi Huỳnh Hữu Nhân,Cửa hàng tiện lợi,Modern Trade,Vũng Tàu,Miền Nam,"Số 458 đường Lý Thường Kiệt, Vũng Tàu",02166638517,,2020-05-03,200000000,Active
CUS01752,Nhà hàng Vũ Thị Trung,Nhà hàng,Traditional Trade,Hà Nội,Miền Bắc,"Số 168 đường Lý Thường Kiệt, Hà Nội",02623433419,2895713954,2018-12-21,500000000,Active
CUS01753,Tạp hóa Hoàng Hồng Mai,Tạp hóa,Traditional Trade,Long An,Miền Nam,"Số 22 đường Nguyễn Huệ, Long An",02585210503,,2020-06-16,500000000,Active
CUS01754,Canteen Lê Thanh Thắng,Canteen,Traditional Trade,Đà Nẵng,Miền Trung,"Số 177 đường Hai Bà Trưng, Đà Nẵng",02636356418,6392453535,2018-02-14,100000000,Active
CUS01755,Cửa hàng tiện lợi Huỳnh Hồng Phúc,Cửa hàng tiện lợi,Modern Trade,Nghệ An,Miền Trung,"Số 194 đường Lý Thường Kiệt, Nghệ An",02366105911,,2018-06-19,200000000,Active
CUS01756,Cửa hàng tiện lợi Vũ Hồng Thắng,Cửa hàng tiện lợi,Modern Trade,Bắc Ninh,Miền Bắc,"Số 33 đường Điện Biên Phủ, Bắc Ninh",02110431228,,2021-10-20,100000000,Active
CUS01757,Nhà hàng Đặng Hồng Thắng,Nhà hàng,Traditional Trade,Khánh Hòa,Miền Trung,"Số 90 đường Lê Lợi, Khánh Hòa",02747383278,6301947455,2018-03-07,50000000,Active
CUS01758,Cửa hàng tiện lợi Trần Minh Phương,Cửa hàng tiện lợi,Modern Trade,Thái Bình,Miền Bắc,"Số 26 đường Trần Phú, Thái Bình",02896911803,,2022-08-09,50000000,Active
CUS01759,Cửa hàng tiện lợi Hoàng Minh Ngân,Cửa hàng tiện lợi,Modern Trade,Bình Định,Miền Trung,"Số 235 đường Lê Lợi, Bình Định",02760355335,,2018-12-04,500000000,Active
CUS01760,Nhà hàng Vũ Hữu Lan,Nhà hàng,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 348 đường Hai Bà Trưng, Quảng Ngãi",02464241700,5583346716,2021-05-01,50000000,Active
CUS01761,Siêu thị Lê Hữu Trung,Siêu thị,Modern Trade,TP.HCM,Miền Nam,"Số 474 đường Điện Biên Phủ, TP.HCM",02387425465,4621186982,2018-02-15,200000000,Active
CUS01762,Online Seller Lý Bá Kiên,Online Seller,E-commerce,Bình Phước,Miền Nam,"Số 11 đường Trần Phú, Bình Phước",02458766793,,2022-08-15,500000000,Inactive
CUS01763,Online Seller Phạm Hữu Thắng,Online Seller,E-commerce,Bắc Ninh,Miền Bắc,"Số 469 đường Hai Bà Trưng, Bắc Ninh",02942970199,,2020-05-15,50000000,Active
CUS01764,Online Seller Phạm Văn Lộc,Online Seller,E-commerce,Bình Phước,Miền Nam,"Số 242 đường Điện Biên Phủ, Bình Phước",02283550461,,2019-07-10,100000000,Active
CUS01765,Canteen Đỗ Thành Thắng,Canteen,Traditional Trade,Quảng Ngãi,Miền Trung,"Số 398 đường Lê Lợi, Quảng Ngãi",02178706154,7145702684,2020-06-12,200000000,Active
CUS01766,Canteen Dương Thanh Nhân,Canteen,Traditional Trade,Nam Định,Miền Bắc,"Số 105 đường Trần Phú, Nam Định",02379127130,2717149150,2021-07-13,200000000,Active
CUS01767,Cửa hàng tiện lợi Lê Đức Khoa,Cửa hàng tiện lợi,Modern Trade,Cần Thơ,Miền Nam,"Số 356 đường Hai Bà Trưng, Cần Thơ",02145213597,,2022-09-27,50000000,Active
CUS01768,Online Seller Đặng Văn Nhân,Online Seller,E-commerce,Khánh Hòa,Miền Trung,"Số 201 đường Nguyễn Huệ, Khánh Hòa",02318213084,,2018-10-13,500000000,Active
CUS01769,Canteen Phạm Công Mai,Canteen,Traditional Trade,TP.HCM,Miền Nam,"Số 393 đường Lý Thường Kiệt, TP.HCM",02992639155,9933927613,2024-01-07,100000000,Active
CUS01770,Canteen Ngô Quốc Ngân,Canteen,Traditional Trade,Đồng Nai,Miền Nam,"Số 396 đường Lý Thường Kiệt, Đồng Nai",02472230124,5683391352,2018-01-25,500000000,Active
CUS01771,Nhà hàng Lê Xuân Tiến,Nhà hàng,Traditional Trade,Bình Định,Miền Trung,"Số 81 đường Lê Lợi, Bình Định",02489370781,4797939029,2020-08-30,200000000,Active
CUS01772,Siêu thị Hoàng Quốc Nhân,Siêu thị,Modern Trade,TP.HCM,Miền Nam,"Số 231 đường Lê Lợi, TP.HCM",02790371508,1771514551,2021-10-24,500000000,Active
CUS01773,Cửa hàng tiện lợi Bùi Đức Thắng,Cửa hàng tiện lợi,Modern Trade,Quảng Nam,Miền Trung,"Số 119 đường Nguyễn Trãi, Quảng Nam",02947303947,,2020-10-01,50000000,Active
CUS01774,Canteen Ngô Bá Khoa,Canteen,Traditional Trade,Bình Dương,Miền Nam,"Số 213 đường Hai Bà Trưng, Bình Dương",02910748986,8047582225,2020-06-27,50000000,Active
CUS01775,Siêu thị Vũ Thành Tâm,Siêu thị,Modern Trade,TP.HCM,Miền Nam,"Số 452 đường Lý Thường Kiệt, TP.HCM",02397784963,3194737792,2021-09-07,50000000,Active
CUS01776,Siêu thị Trần Hữu Dũng,Siêu thị,Modern Trade,Nghệ An,Miền Trung,"Số 480 đường Nguyễn Trãi, Nghệ An",02365333444,8004278884,2018-06-24,500000000,Active
CUS01777,Cửa hàng tiện lợi Hồ Bá Cường,Cửa hàng tiện lợi,Modern Trade,Hà Nội,Miền Bắc,"Số 266 đường Điện Biên Phủ, Hà Nội",02270969959,,2019-10-15,500000000,Active
